,token,trialID,positionID,subtok,surp,ispunct,prefix,prompt,list_len,stimID,second_list
1, Before,0,1,2,12.528407096862793,False,1,1,5,10,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,10,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,10,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,10,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,10,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,10,control
7, down,0,7,7,4.496373653411865,False,1,1,5,10,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,10,control
9, following,0,9,9,4.111538410186768,False,1,1,5,10,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,10,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,10,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,10,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,10,control
14, One,0,14,13,4.730581283569336,False,1,1,5,10,control
15, was,0,15,14,1.810640811920166,False,1,1,5,10,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,10,control
17, piano,1,0,1,11.85761547088623,False,1,1,5,10,control
18,",",1,1,-1,0.806073009967804,True,1,1,5,10,control
19, drum,1,2,2,6.051253318786621,False,1,1,5,10,control
20,",",1,3,-1,0.4659866690635681,True,1,1,5,10,control
21, trumpet,1,4,3,3.5095202922821045,False,1,1,5,10,control
22,",",1,5,-1,0.23107604682445526,True,1,1,5,10,control
23, violin,1,6,4,3.5288960933685303,False,1,1,5,10,control
24,",",1,7,-1,0.19878169894218445,True,1,1,5,10,control
25, clar,1,8,5,3.7216687202453613,False,1,1,5,10,control
26,inet,1,9,5,0.0012775840004906058,False,1,1,5,10,control
27,.,1,10,-1,2.565310001373291,True,1,1,5,10,control
28, And,2,0,1,4.772286415100098,False,1,1,5,10,control
29, the,2,1,2,2.057889938354492,False,1,1,5,10,control
30, other,2,2,3,1.0928963422775269,False,1,1,5,10,control
31,:,2,3,-1,3.3541202545166016,True,1,1,5,10,control
32, chemistry,3,0,1,9.513874053955078,False,1,1,5,10,control
33,",",3,1,-1,0.5086655616760254,True,1,1,5,10,control
34, physics,3,2,2,3.8242359161376953,False,1,1,5,10,control
35,",",3,3,-1,0.08741127699613571,True,1,1,5,10,control
36, psychology,3,4,3,3.964949607849121,False,1,1,5,10,control
37,",",3,5,-1,0.2989096939563751,True,1,1,5,10,control
38, biology,3,6,4,3.0534298419952393,False,1,1,5,10,control
39,",",3,7,-1,0.3464764654636383,True,1,1,5,10,control
40, zo,3,8,5,5.384941101074219,False,1,1,5,10,control
41,ology,3,9,5,0.0029138748068362474,False,1,1,5,10,control
42,.,3,10,-1,1.7101225852966309,True,1,1,5,10,control
43,<|endoftext|>,3,11,-2,5.426713943481445,False,1,1,5,10,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,11,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,11,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,11,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,11,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,11,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,11,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,11,control
7, down,0,7,7,4.496373653411865,False,1,1,5,11,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,11,control
9, following,0,9,9,4.111538410186768,False,1,1,5,11,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,11,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,11,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,11,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,11,control
14, One,0,14,13,4.730581283569336,False,1,1,5,11,control
15, was,0,15,14,1.810640811920166,False,1,1,5,11,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,11,control
17, knife,1,0,1,12.464381217956543,False,1,1,5,11,control
18,",",1,1,-1,0.8536965250968933,True,1,1,5,11,control
19, spoon,1,2,2,6.766407012939453,False,1,1,5,11,control
20,",",1,3,-1,0.13905595242977142,True,1,1,5,11,control
21, fork,1,4,3,3.7709264755249023,False,1,1,5,11,control
22,",",1,5,-1,0.2390354722738266,True,1,1,5,11,control
23, pan,1,6,4,7.657179832458496,False,1,1,5,11,control
24,",",1,7,-1,0.45768022537231445,True,1,1,5,11,control
25, pot,1,8,5,4.286359786987305,False,1,1,5,11,control
26,.,1,9,-1,2.9844810962677,True,1,1,5,11,control
27, And,2,0,1,4.484344482421875,False,1,1,5,11,control
28, the,2,1,2,2.148324489593506,False,1,1,5,11,control
29, other,2,2,3,1.1325945854187012,False,1,1,5,11,control
30,:,2,3,-1,2.9129481315612793,True,1,1,5,11,control
31, piano,3,0,1,8.732837677001953,False,1,1,5,11,control
32,",",3,1,-1,0.319734126329422,True,1,1,5,11,control
33, drum,3,2,2,3.8806240558624268,False,1,1,5,11,control
34,",",3,3,-1,0.3302413523197174,True,1,1,5,11,control
35, trumpet,3,4,3,4.081820011138916,False,1,1,5,11,control
36,",",3,5,-1,0.22855253517627716,True,1,1,5,11,control
37, violin,3,6,4,3.6431362628936768,False,1,1,5,11,control
38,",",3,7,-1,0.2607102394104004,True,1,1,5,11,control
39, clar,3,8,5,3.7299692630767822,False,1,1,5,11,control
40,inet,3,9,5,0.0020502039697021246,False,1,1,5,11,control
41,.,3,10,-1,1.5545294284820557,True,1,1,5,11,control
42,<|endoftext|>,3,11,-2,5.420249938964844,False,1,1,5,11,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,12,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,12,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,12,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,12,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,12,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,12,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,12,control
7, down,0,7,7,4.496373653411865,False,1,1,5,12,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,12,control
9, following,0,9,9,4.111538410186768,False,1,1,5,12,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,12,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,12,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,12,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,12,control
14, One,0,14,13,4.730581283569336,False,1,1,5,12,control
15, was,0,15,14,1.810640811920166,False,1,1,5,12,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,12,control
17, trout,1,0,1,13.485541343688965,False,1,1,5,12,control
18,",",1,1,-1,0.9656166434288025,True,1,1,5,12,control
19, shark,1,2,2,7.9438018798828125,False,1,1,5,12,control
20,",",1,3,-1,0.15513119101524353,True,1,1,5,12,control
21, her,1,4,3,7.628674030303955,False,1,1,5,12,control
22,ring,1,5,3,0.3812495172023773,False,1,1,5,12,control
23,",",1,6,-1,0.17672668397426605,True,1,1,5,12,control
24, per,1,7,4,7.717499256134033,False,1,1,5,12,control
25,ch,1,8,4,0.2835894525051117,False,1,1,5,12,control
26,",",1,9,-1,0.15822145342826843,True,1,1,5,12,control
27, salmon,1,10,5,4.864465713500977,False,1,1,5,12,control
28,.,1,11,-1,2.998727560043335,True,1,1,5,12,control
29, And,2,0,1,4.747339248657227,False,1,1,5,12,control
30, the,2,1,2,2.073519706726074,False,1,1,5,12,control
31, other,2,2,3,1.1895769834518433,False,1,1,5,12,control
32,:,2,3,-1,3.0772480964660645,True,1,1,5,12,control
33, knife,3,0,1,8.134876251220703,False,1,1,5,12,control
34,",",3,1,-1,0.4040240943431854,True,1,1,5,12,control
35, spoon,3,2,2,7.313129901885986,False,1,1,5,12,control
36,",",3,3,-1,0.05750393494963646,True,1,1,5,12,control
37, fork,3,4,3,3.8073110580444336,False,1,1,5,12,control
38,",",3,5,-1,0.2098865807056427,True,1,1,5,12,control
39, pan,3,6,4,7.233554840087891,False,1,1,5,12,control
40,",",3,7,-1,0.5447704792022705,True,1,1,5,12,control
41, pot,3,8,5,4.508027076721191,False,1,1,5,12,control
42,.,3,9,-1,1.9808030128479004,True,1,1,5,12,control
43,<|endoftext|>,3,10,-2,5.274716854095459,False,1,1,5,12,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,13,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,13,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,13,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,13,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,13,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,13,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,13,control
7, down,0,7,7,4.496373653411865,False,1,1,5,13,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,13,control
9, following,0,9,9,4.111538410186768,False,1,1,5,13,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,13,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,13,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,13,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,13,control
14, One,0,14,13,4.730581283569336,False,1,1,5,13,control
15, was,0,15,14,1.810640811920166,False,1,1,5,13,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,13,control
17, football,1,0,1,11.542571067810059,False,1,1,5,13,control
18,",",1,1,-1,0.9298807978630066,True,1,1,5,13,control
19, baseball,1,2,2,3.9775021076202393,False,1,1,5,13,control
20,",",1,3,-1,0.16645096242427826,True,1,1,5,13,control
21, basketball,1,4,3,2.2347021102905273,False,1,1,5,13,control
22,",",1,5,-1,0.19229894876480103,True,1,1,5,13,control
23, tennis,1,6,4,3.479515314102173,False,1,1,5,13,control
24,",",1,7,-1,0.228153795003891,True,1,1,5,13,control
25, swimming,1,8,5,4.190515995025635,False,1,1,5,13,control
26,.,1,9,-1,2.2899467945098877,True,1,1,5,13,control
27, And,2,0,1,4.521950721740723,False,1,1,5,13,control
28, the,2,1,2,2.268303394317627,False,1,1,5,13,control
29, other,2,2,3,1.488399863243103,False,1,1,5,13,control
30,:,2,3,-1,3.2769553661346436,True,1,1,5,13,control
31, trout,3,0,1,11.449628829956055,False,1,1,5,13,control
32,",",3,1,-1,0.6919363737106323,True,1,1,5,13,control
33, shark,3,2,2,6.7996673583984375,False,1,1,5,13,control
34,",",3,3,-1,0.16722500324249268,True,1,1,5,13,control
35, her,3,4,3,8.01547908782959,False,1,1,5,13,control
36,ring,3,5,3,0.3279237449169159,False,1,1,5,13,control
37,",",3,6,-1,0.2557263970375061,True,1,1,5,13,control
38, per,3,7,4,8.211057662963867,False,1,1,5,13,control
39,ch,3,8,4,0.390266090631485,False,1,1,5,13,control
40,",",3,9,-1,0.299169659614563,True,1,1,5,13,control
41, salmon,3,10,5,4.5742034912109375,False,1,1,5,13,control
42,.,3,11,-1,1.5964065790176392,True,1,1,5,13,control
43,<|endoftext|>,3,12,-2,4.901828289031982,False,1,1,5,13,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,14,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,14,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,14,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,14,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,14,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,14,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,14,control
7, down,0,7,7,4.496373653411865,False,1,1,5,14,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,14,control
9, following,0,9,9,4.111538410186768,False,1,1,5,14,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,14,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,14,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,14,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,14,control
14, One,0,14,13,4.730581283569336,False,1,1,5,14,control
15, was,0,15,14,1.810640811920166,False,1,1,5,14,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,14,control
17, doctor,1,0,1,11.767752647399902,False,1,1,5,14,control
18,",",1,1,-1,0.7565724849700928,True,1,1,5,14,control
19, lawyer,1,2,2,4.10174560546875,False,1,1,5,14,control
20,",",1,3,-1,0.08944614976644516,True,1,1,5,14,control
21, teacher,1,4,3,3.482450008392334,False,1,1,5,14,control
22,",",1,5,-1,0.15784679353237152,True,1,1,5,14,control
23, dentist,1,6,4,5.975227355957031,False,1,1,5,14,control
24,",",1,7,-1,0.2175619751214981,True,1,1,5,14,control
25, engineer,1,8,5,5.144720077514648,False,1,1,5,14,control
26,.,1,9,-1,2.7202935218811035,True,1,1,5,14,control
27, And,2,0,1,4.255911827087402,False,1,1,5,14,control
28, the,2,1,2,2.086143970489502,False,1,1,5,14,control
29, other,2,2,3,1.206902027130127,False,1,1,5,14,control
30,:,2,3,-1,3.1492693424224854,True,1,1,5,14,control
31, football,3,0,1,8.1867094039917,False,1,1,5,14,control
32,",",3,1,-1,2.2262237071990967,True,1,1,5,14,control
33, baseball,3,2,2,2.0554356575012207,False,1,1,5,14,control
34,",",3,3,-1,0.08592253923416138,True,1,1,5,14,control
35, basketball,3,4,3,1.5131772756576538,False,1,1,5,14,control
36,",",3,5,-1,0.2375393807888031,True,1,1,5,14,control
37, tennis,3,6,4,2.923607349395752,False,1,1,5,14,control
38,",",3,7,-1,0.288152277469635,True,1,1,5,14,control
39, swimming,3,8,5,3.8475754261016846,False,1,1,5,14,control
40,.,3,9,-1,1.4742940664291382,True,1,1,5,14,control
41,<|endoftext|>,3,10,-2,5.150294303894043,False,1,1,5,14,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,15,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,15,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,15,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,15,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,15,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,15,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,15,control
7, down,0,7,7,4.496373653411865,False,1,1,5,15,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,15,control
9, following,0,9,9,4.111538410186768,False,1,1,5,15,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,15,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,15,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,15,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,15,control
14, One,0,14,13,4.730581283569336,False,1,1,5,15,control
15, was,0,15,14,1.810640811920166,False,1,1,5,15,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,15,control
17, oak,1,0,1,12.589190483093262,False,1,1,5,15,control
18,",",1,1,-1,1.2128623723983765,True,1,1,5,15,control
19, maple,1,2,2,4.991747856140137,False,1,1,5,15,control
20,",",1,3,-1,0.22192133963108063,True,1,1,5,15,control
21, pine,1,4,3,3.8613569736480713,False,1,1,5,15,control
22,",",1,5,-1,0.33357805013656616,True,1,1,5,15,control
23, el,1,6,4,6.433198928833008,False,1,1,5,15,control
24,m,1,7,4,0.05332905426621437,False,1,1,5,15,control
25,",",1,8,-1,0.2851170301437378,True,1,1,5,15,control
26, bir,1,9,5,4.801545143127441,False,1,1,5,15,control
27,ch,1,10,5,0.00015043080202303827,False,1,1,5,15,control
28,.,1,11,-1,2.393458127975464,True,1,1,5,15,control
29, And,2,0,1,4.615223407745361,False,1,1,5,15,control
30, the,2,1,2,2.0670223236083984,False,1,1,5,15,control
31, other,2,2,3,1.2680246829986572,False,1,1,5,15,control
32,:,2,3,-1,3.079084634780884,True,1,1,5,15,control
33, doctor,3,0,1,10.853754043579102,False,1,1,5,15,control
34,",",3,1,-1,0.39616507291793823,True,1,1,5,15,control
35, lawyer,3,2,2,4.901659965515137,False,1,1,5,15,control
36,",",3,3,-1,0.04481608420610428,True,1,1,5,15,control
37, teacher,3,4,3,4.170144081115723,False,1,1,5,15,control
38,",",3,5,-1,0.1392168253660202,True,1,1,5,15,control
39, dentist,3,6,4,5.232464790344238,False,1,1,5,15,control
40,",",3,7,-1,0.3339368402957916,True,1,1,5,15,control
41, engineer,3,8,5,4.907130241394043,False,1,1,5,15,control
42,.,3,9,-1,1.8607640266418457,True,1,1,5,15,control
43,<|endoftext|>,3,10,-2,5.435926914215088,False,1,1,5,15,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,16,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,16,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,16,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,16,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,16,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,16,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,16,control
7, down,0,7,7,4.496373653411865,False,1,1,5,16,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,16,control
9, following,0,9,9,4.111538410186768,False,1,1,5,16,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,16,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,16,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,16,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,16,control
14, One,0,14,13,4.730581283569336,False,1,1,5,16,control
15, was,0,15,14,1.810640811920166,False,1,1,5,16,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,16,control
17, shirt,1,0,1,12.9840726852417,False,1,1,5,16,control
18,",",1,1,-1,1.192270278930664,True,1,1,5,16,control
19, socks,1,2,2,5.093762397766113,False,1,1,5,16,control
20,",",1,3,-1,0.1400359570980072,True,1,1,5,16,control
21, pants,1,4,3,2.3133704662323,False,1,1,5,16,control
22,",",1,5,-1,0.17847397923469543,True,1,1,5,16,control
23, shoes,1,6,4,1.765140175819397,False,1,1,5,16,control
24,",",1,7,-1,0.21991808712482452,True,1,1,5,16,control
25, bl,1,8,5,6.5904645919799805,False,1,1,5,16,control
26,ouse,1,9,5,0.3595048785209656,False,1,1,5,16,control
27,.,1,10,-1,3.248415946960449,True,1,1,5,16,control
28, And,2,0,1,4.442150115966797,False,1,1,5,16,control
29, the,2,1,2,2.063033103942871,False,1,1,5,16,control
30, other,2,2,3,1.2060363292694092,False,1,1,5,16,control
31,:,2,3,-1,3.0306005477905273,True,1,1,5,16,control
32, oak,3,0,1,10.332862854003906,False,1,1,5,16,control
33,",",3,1,-1,1.6864908933639526,True,1,1,5,16,control
34, maple,3,2,2,4.964198112487793,False,1,1,5,16,control
35,",",3,3,-1,0.24422737956047058,True,1,1,5,16,control
36, pine,3,4,3,3.2391645908355713,False,1,1,5,16,control
37,",",3,5,-1,0.5102508664131165,True,1,1,5,16,control
38, el,3,6,4,6.965343475341797,False,1,1,5,16,control
39,m,3,7,4,0.05203166604042053,False,1,1,5,16,control
40,",",3,8,-1,0.43387481570243835,True,1,1,5,16,control
41, bir,3,9,5,4.763911724090576,False,1,1,5,16,control
42,ch,3,10,5,7.116541382856667e-05,False,1,1,5,16,control
43,.,3,11,-1,1.3765208721160889,True,1,1,5,16,control
44,<|endoftext|>,3,12,-2,5.340179443359375,False,1,1,5,16,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,17,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,17,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,17,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,17,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,17,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,17,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,17,control
7, down,0,7,7,4.496373653411865,False,1,1,5,17,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,17,control
9, following,0,9,9,4.111538410186768,False,1,1,5,17,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,17,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,17,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,17,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,17,control
14, One,0,14,13,4.730581283569336,False,1,1,5,17,control
15, was,0,15,14,1.810640811920166,False,1,1,5,17,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,17,control
17, cancer,1,0,1,11.147150993347168,False,1,1,5,17,control
18,",",1,1,-1,0.8858838081359863,True,1,1,5,17,control
19, measles,1,2,2,7.94435977935791,False,1,1,5,17,control
20,",",1,3,-1,0.16343942284584045,True,1,1,5,17,control
21, tuberculosis,1,4,3,3.116110324859619,False,1,1,5,17,control
22,",",1,5,-1,0.20153096318244934,True,1,1,5,17,control
23, polio,1,6,4,3.863417387008667,False,1,1,5,17,control
24,",",1,7,-1,0.21154414117336273,True,1,1,5,17,control
25, malaria,1,8,5,3.0784311294555664,False,1,1,5,17,control
26,.,1,9,-1,2.7570884227752686,True,1,1,5,17,control
27, And,2,0,1,4.489165306091309,False,1,1,5,17,control
28, the,2,1,2,2.05910587310791,False,1,1,5,17,control
29, other,2,2,3,1.4483977556228638,False,1,1,5,17,control
30,:,2,3,-1,3.057480812072754,True,1,1,5,17,control
31, shirt,3,0,1,11.420160293579102,False,1,1,5,17,control
32,",",3,1,-1,3.423987627029419,True,1,1,5,17,control
33, socks,3,2,2,3.7720096111297607,False,1,1,5,17,control
34,",",3,3,-1,0.09931734949350357,True,1,1,5,17,control
35, pants,3,4,3,2.6767354011535645,False,1,1,5,17,control
36,",",3,5,-1,0.22963716089725494,True,1,1,5,17,control
37, shoes,3,6,4,1.3970590829849243,False,1,1,5,17,control
38,",",3,7,-1,0.3731532394886017,True,1,1,5,17,control
39, bl,3,8,5,6.807740688323975,False,1,1,5,17,control
40,ouse,3,9,5,0.3572136461734772,False,1,1,5,17,control
41,.,3,10,-1,2.145843982696533,True,1,1,5,17,control
42,<|endoftext|>,3,11,-2,5.2352681159973145,False,1,1,5,17,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,18,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,18,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,18,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,18,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,18,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,18,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,18,control
7, down,0,7,7,4.496373653411865,False,1,1,5,18,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,18,control
9, following,0,9,9,4.111538410186768,False,1,1,5,18,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,18,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,18,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,18,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,18,control
14, One,0,14,13,4.730581283569336,False,1,1,5,18,control
15, was,0,15,14,1.810640811920166,False,1,1,5,18,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,18,control
17, mountain,1,0,1,11.8312406539917,False,1,1,5,18,control
18,",",1,1,-1,0.8269579410552979,True,1,1,5,18,control
19, hill,1,2,2,3.8836801052093506,False,1,1,5,18,control
20,",",1,3,-1,0.08216491341590881,True,1,1,5,18,control
21, valley,1,4,3,3.3549046516418457,False,1,1,5,18,control
22,",",1,5,-1,0.13860855996608734,True,1,1,5,18,control
23, river,1,6,4,3.0705747604370117,False,1,1,5,18,control
24,",",1,7,-1,0.22429302334785461,True,1,1,5,18,control
25, rock,1,8,5,6.0272135734558105,False,1,1,5,18,control
26,.,1,9,-1,2.6135196685791016,True,1,1,5,18,control
27, And,2,0,1,4.4161810874938965,False,1,1,5,18,control
28, the,2,1,2,2.08085560798645,False,1,1,5,18,control
29, other,2,2,3,0.9913886785507202,False,1,1,5,18,control
30,:,2,3,-1,3.1337451934814453,True,1,1,5,18,control
31, cancer,3,0,1,10.636611938476562,False,1,1,5,18,control
32,",",3,1,-1,0.2834019064903259,True,1,1,5,18,control
33, measles,3,2,2,6.295462608337402,False,1,1,5,18,control
34,",",3,3,-1,0.062328897416591644,True,1,1,5,18,control
35, tuberculosis,3,4,3,3.041409969329834,False,1,1,5,18,control
36,",",3,5,-1,0.15698537230491638,True,1,1,5,18,control
37, polio,3,6,4,4.420185089111328,False,1,1,5,18,control
38,",",3,7,-1,0.2578875422477722,True,1,1,5,18,control
39, malaria,3,8,5,3.3233306407928467,False,1,1,5,18,control
40,.,3,9,-1,1.8840031623840332,True,1,1,5,18,control
41,<|endoftext|>,3,10,-2,5.37237548828125,False,1,1,5,18,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,19,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,19,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,19,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,19,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,19,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,19,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,19,control
7, down,0,7,7,4.496373653411865,False,1,1,5,19,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,19,control
9, following,0,9,9,4.111538410186768,False,1,1,5,19,control
10, lists,0,10,10,7.842437267303467,False,1,1,5,19,control
11, of,0,11,11,0.49632617831230164,False,1,1,5,19,control
12, words,0,12,12,6.3023152351379395,False,1,1,5,19,control
13,.,0,13,-1,2.9900951385498047,True,1,1,5,19,control
14, One,0,14,13,4.730581283569336,False,1,1,5,19,control
15, was,0,15,14,1.810640811920166,False,1,1,5,19,control
16,:,0,16,-1,3.6773507595062256,True,1,1,5,19,control
17, murder,1,0,1,10.858534812927246,False,1,1,5,19,control
18,",",1,1,-1,0.6642879247665405,True,1,1,5,19,control
19, rape,1,2,2,2.809298515319824,False,1,1,5,19,control
20,",",1,3,-1,0.15741769969463348,True,1,1,5,19,control
21, robbery,1,4,3,3.2959558963775635,False,1,1,5,19,control
22,",",1,5,-1,0.21653607487678528,True,1,1,5,19,control
23, theft,1,6,4,3.641573429107666,False,1,1,5,19,control
24,",",1,7,-1,0.2024456113576889,True,1,1,5,19,control
25, assault,1,8,5,4.267020225524902,False,1,1,5,19,control
26,.,1,9,-1,2.402294635772705,True,1,1,5,19,control
27, And,2,0,1,4.524620056152344,False,1,1,5,19,control
28, the,2,1,2,1.9411073923110962,False,1,1,5,19,control
29, other,2,2,3,1.1994385719299316,False,1,1,5,19,control
30,:,2,3,-1,3.2481935024261475,True,1,1,5,19,control
31, mountain,3,0,1,9.356755256652832,False,1,1,5,19,control
32,",",3,1,-1,1.4602394104003906,True,1,1,5,19,control
33, hill,3,2,2,3.8185019493103027,False,1,1,5,19,control
34,",",3,3,-1,0.04648786783218384,True,1,1,5,19,control
35, valley,3,4,3,3.422220468521118,False,1,1,5,19,control
36,",",3,5,-1,0.12572413682937622,True,1,1,5,19,control
37, river,3,6,4,2.783376693725586,False,1,1,5,19,control
38,",",3,7,-1,0.3488740026950836,True,1,1,5,19,control
39, rock,3,8,5,6.063507556915283,False,1,1,5,19,control
40,.,3,9,-1,1.6186021566390991,True,1,1,5,19,control
41,<|endoftext|>,3,10,-2,5.484888076782227,False,1,1,5,19,control
0,<|endoftext|>,0,0,-2,nan,False,1,1,5,20,control
1, Before,0,1,2,12.528407096862793,False,1,1,5,20,control
2, the,0,2,3,2.4726693630218506,False,1,1,5,20,control
3, meeting,0,3,4,6.759095191955566,False,1,1,5,20,control
4,",",0,4,-1,0.9914171695709229,True,1,1,5,20,control
5, Mary,0,5,5,8.550304412841797,False,1,1,5,20,control
6, wrote,0,6,6,6.019630432128906,False,1,1,5,20,control
7, down,0,7,7,4.496373653411865,False,1,1,5,20,control
8, the,0,8,8,1.2372602224349976,False,1,1,5,20,control
